title,author,pdf_url
10217 Nishhkama Yegamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332839/10217-Nishhkama.pdf?sequence=1&isAllowed=y
10214 Niitimuktaaval'i,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332842/10214-Niitimuktaavali.pdf?sequence=1&isAllowed=y
10213 Buddimati,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332843/10213-Buddimati.pdf?sequence=1&isAllowed=y
10215 Han'satatyakan'daardadaruvulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332841/10215-Hansatatyakandaardadaruvulu.pdf?sequence=1&isAllowed=y
10230 Aan'dra Shriibhaashhyamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332825/10230-Aandra.pdf?sequence=1&isAllowed=y
10238 Vaarund-ii Ghat'oodaya Shan'bhulin'goopaakhyaanamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332822/10238-Vaarund-ii.pdf?sequence=1&isAllowed=y
10236 Dharmaprakaashika,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332824/10236-Dharmaprakaashika.pdf?sequence=1&isAllowed=y
10226 Aan'dra Shrii Bhaashhyamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332829/10226-Aandra.pdf?sequence=1&isAllowed=y
10229 Shriikrxshhnd-aabhyuudayamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332827/10229-Shriikrxshhnd-aabhyuudayamu.pdf?sequence=1&isAllowed=y
10227 Aan'dhra Shriibhaashhyamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332828/10227-Aandhra.pdf?sequence=1&isAllowed=y
10225 Kaavya Darpand-amu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332830/10225-Kaavya.pdf?sequence=1&isAllowed=y
10237 Karmaanubhavaparijnj-aanamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332823/10237-Karmaanubhavaparijnj-aanamu.pdf?sequence=1&isAllowed=y
10239 Shiikhula Balidaanamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332821/10239-Shiikhula.pdf?sequence=1&isAllowed=y
10248 Paapammagaari Upanyaasamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332812/10248-Paapammagaari.pdf?sequence=1&isAllowed=y
10224 Veidaan'tasaaramu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332831/10224-Veidaantasaaramu.pdf?sequence=1&isAllowed=y
10247 Parabrahmavilaasamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332813/10247-Parabrahmavilaasamu.pdf?sequence=1&isAllowed=y
10249 Lookaanubhavamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332811/10249-Lookaanubhavamu.pdf?sequence=1&isAllowed=y
10246 Veidaan'ta Gran'daalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332814/10246-Veidaanta.pdf?sequence=1&isAllowed=y
10244 Shriimadadhyaatmaraamaayand-a San'grahamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332817/10244-Shriimadadhyaatmaraamaayand-a.pdf?sequence=1&isAllowed=y
10243 Seivaavratamahima,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332818/10243-Seivaavratamahima.pdf?sequence=1&isAllowed=y
10245 Miirjaadivyadarshanamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332816/10245-Miirjaadivyadarshanamu.pdf?sequence=1&isAllowed=y
10223 Bhagavadgiitalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332832/10223-Bhagavadgiitalu.pdf?sequence=1&isAllowed=y
10242 Shrii Bhagavadbhakti Jnj-aana Saarasan'grahamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332819/10242-Shrii.pdf?sequence=1&isAllowed=y
10241 Yaajushhaskaartamastrapaat'hamu Pradhamabhaagamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332820/10241-Yaajushhaskaartamastrapaathamu.pdf?sequence=1&isAllowed=y
10253 Vivaahasamaya Miimaan'saabdhiyaanavimarshhau,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332807/10253-Vivaahasamaya.pdf?sequence=1&isAllowed=y
10256 Brahmavidyaabhyaasulakaijnj-aanatatvaboodha Kiirtanalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332803/10256-Brahmavidyaabhyaasulakaijnj-aanatatvaboodha.pdf?sequence=1&isAllowed=y
10254 Shrii Raajaagod'einaaraayand-a Gajapatiraayani Gaaru C I E Vaari Haluloo Jaripin'china San'kiirtanaanan'taran' Cheisina Vupanyaasamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332806/10254-Shrii.pdf?sequence=1&isAllowed=y
10258 Strii Niitiratnaakaramu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332801/10258-Strii.pdf?sequence=1&isAllowed=y
10257 Taittiriiyipan'choopanishhattulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332802/10257-Taittiriiyipanchoopanishhattulu.pdf?sequence=1&isAllowed=y
10260 Mahaadeivamananamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332800/10260-Mahaadeivamananamu.pdf?sequence=1&isAllowed=y
10255 Ji Ker Baitulna Jem,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332805/10255-Ji.pdf?sequence=1&isAllowed=y
10252 Mooqs-asaaraardhasan'grahamu Giitaardha San'grahamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332808/10252-Mooqs-asaaraardhasangrahamu.pdf?sequence=1&isAllowed=y
10251 Yaajushhasmaartamantrapaat'hamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332809/10251-Yaajushhasmaartamantrapaathamu.pdf?sequence=1&isAllowed=y
10250 Gund-adooshha Prakaashikaa Tatsabhoodhini,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332810/10250-Gund-adooshha.pdf?sequence=1&isAllowed=y
10271 Puurnd-amaamaan'saadarshanan',Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332787/10271-Puurnd-amaamaansaadarshanan.pdf?sequence=1&isAllowed=y
10265 Veidaan'ta Chan'drika,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332795/10265-Veidaanta.pdf?sequence=1&isAllowed=y
10270 Raajavan'sha Pradiipika,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332788/10270-Raajavansha.pdf?sequence=1&isAllowed=y
10264 Suukti,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332796/10264-Suukti.pdf?sequence=1&isAllowed=y
10267 Sakalaanan'damu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332790/10267-Sakalaanandamu.pdf?sequence=1&isAllowed=y
10269 Maharshhi Deivein'dranaadhat'haaguur Gaari Dharmoopadeishamulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332789/10269-Maharshhi.pdf?sequence=1&isAllowed=y
10266 Sadaachaaramu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332794/10266-Sadaachaaramu.pdf?sequence=1&isAllowed=y
10263 Bhagavadgiita,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332797/10263-Bhagavadgiita.pdf?sequence=1&isAllowed=y
10261 Chan'damaama,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332799/10261-Chandamaama.pdf?sequence=1&isAllowed=y
10262 Kadhalu Padhyamulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332798/10262-Kadhalu.pdf?sequence=1&isAllowed=y
10272 Aan'dhra Bhagavadgiita,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332786/10272-Aandhra.pdf?sequence=1&isAllowed=y
10276 Maanasaboodhataaraaval'i,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332782/10276-Maanasaboodhataaraavali.pdf?sequence=1&isAllowed=y
10280 Niitishaastramu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332777/10280-Niitishaastramu.pdf?sequence=1&isAllowed=y
10278 Maadhvavijnj-aapanamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332779/10278-Maadhvavijnj-aapanamu.pdf?sequence=1&isAllowed=y
10281 Shrii Padmaguru Charitra,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332776/10281-Shrii.pdf?sequence=1&isAllowed=y
10279 Shrii Sitaaparind-ayashlookavyaakhyaa,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332778/10279-Shrii.pdf?sequence=1&isAllowed=y
10277 Bhallaand-adan'd'akamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332781/10277-Bhallaand-adandakamu.pdf?sequence=1&isAllowed=y
10275 Aadhrashriibhaashhyamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332783/10275-Aadhrashriibhaashhyamu.pdf?sequence=1&isAllowed=y
10274 Satiipati Hitoopadeishamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332784/10274-Satiipati.pdf?sequence=1&isAllowed=y
10273 Dhaasharadhi Vilaasamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332785/10273-Dhaasharadhi.pdf?sequence=1&isAllowed=y
10282 Shrii Nijagurustavamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332775/10282-Shrii.pdf?sequence=1&isAllowed=y
10294 Janmabhuumi,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332766/10294-Janmabhuumi.pdf?sequence=1&isAllowed=y
10292 Shrii Hari Kiirtanalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332767/10292-Shrii.pdf?sequence=1&isAllowed=y
10289 Chikaagoo Nagaroopanyaasamulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332768/10289-Chikaagoo.pdf?sequence=1&isAllowed=y
10288 Aatmavilaqs-and-asaaramu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332770/10288-Aatmavilaqs-and-asaaramu.pdf?sequence=1&isAllowed=y
10287 Bhuumaanan'daboodha Prakaashika,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332771/10287-Bhuumaanandaboodha.pdf?sequence=1&isAllowed=y
10293 Shrii Rukmind-ii Kal'yaand-a Charitra,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332206/10293-Shrii.pdf?sequence=1&isAllowed=y
10284 Shuddhanirgund-atatvakan'daardaruvulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332773/10284-Shuddhanirgund-atatvakandaardaruvulu.pdf?sequence=1&isAllowed=y
10283 Achalabhoodhayanu Shuddhanirgund-atatvakan'daardhadaruvulu Taatparyasahitamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332774/10283-Achalabhoodhayanu.pdf?sequence=1&isAllowed=y
10285 Jiiveishvara San'yoogarahasyamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332772/10285-Jiiveishvara.pdf?sequence=1&isAllowed=y
10305 Nan'danan'danacharitramu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332757/10305-Nandanandanacharitramu.pdf?sequence=1&isAllowed=y
10304 Diinaavanashatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332759/10304-Diinaavanashatakamu.pdf?sequence=1&isAllowed=y
10298 Rautujagannaadharaaya,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332763/10298-Rautujagannaadharaaya.pdf?sequence=1&isAllowed=y
10301 Advaitasudaanidhi,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332760/10301-Advaitasudaanidhi.pdf?sequence=1&isAllowed=y
10299 Deivabraahmand-a Mahatyamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332762/10299-Deivabraahmand-a.pdf?sequence=1&isAllowed=y
10302 Suboodhaamrxtamu,Khaadar Modi Shhaakhaadri,http://www.dli.ernet.in/bitstream/handle/2015/371303/10302-Suboodhaamrxtamu.pdf?sequence=1&isAllowed=y
10308 Achalagurugiitaashatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332756/10308-Achalagurugiitaashatakamu.pdf?sequence=1&isAllowed=y
10295 Paaruveit'akadhaa,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332765/10295-Paaruveitakadhaa.pdf?sequence=1&isAllowed=y
10300 Laqs-miinrxsin'hakiirtanalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332761/10300-Laqs-miinrxsinhakiirtanalu.pdf?sequence=1&isAllowed=y
10309 Taittiriiyasanyaabhaashhyam,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332755/10309-Taittiriiyasanyaabhaashhyam.pdf?sequence=1&isAllowed=y
10310 Shriisomadharanaamaaval'ii,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332754/10310-Shriisomadharanaamaavalii.pdf?sequence=1&isAllowed=y
10311 An'gashrxn'gaaramu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332753/10311-Angashrxngaaramu.pdf?sequence=1&isAllowed=y
10322 Praayashchittapashudvayaalan'bha,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332745/10322-Praayashchittapashudvayaalanbha.pdf?sequence=1&isAllowed=y
10321 Tanusaan'khya Praapan'chika Vimarshanaratnaakaram,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332746/10321-Tanusaankhya.pdf?sequence=1&isAllowed=y
10312 Sujnj-aanaboodhaanan'datatvamulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332752/10312-Sujnj-aanaboodhaanandatatvamulu.pdf?sequence=1&isAllowed=y
10297 Sujnj-aana Prataapakiirtanalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332764/10297-Sujnj-aana.pdf?sequence=1&isAllowed=y
10320 Shriimadaan'dhra Bhagavadgiita,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332748/10320-Shriimadaandhra.pdf?sequence=1&isAllowed=y
10318 Aashauchavishhayasmrxtisan'grahamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332749/10318-Aashauchavishhayasmrxtisangrahamu.pdf?sequence=1&isAllowed=y
10317 Shushruushha,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332750/10317-Shushruushha.pdf?sequence=1&isAllowed=y
10313 Lubddhaagreisarachakravartiprahasanamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332751/10313-Lubddhaagreisarachakravartiprahasanamu.pdf?sequence=1&isAllowed=y
10333 Tirunaamamulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332734/10333-Tirunaamamulu.pdf?sequence=1&isAllowed=y
10328 Naqs-atreishht'i Pustakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332739/10328-Naqs-atreishhti.pdf?sequence=1&isAllowed=y
10331 Shrii Paraashakti Vilasagiitaamrxta Saagaramu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332735/10331-Shrii.pdf?sequence=1&isAllowed=y
10330 Aad'ashhooku,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332737/10330-Aadashhooku.pdf?sequence=1&isAllowed=y
10327 Shani Grahamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332740/10327-Shani.pdf?sequence=1&isAllowed=y
10323 Gurustuti,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332744/10323-Gurustuti.pdf?sequence=1&isAllowed=y
10329 Giiratamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332738/10329-Giiratamu.pdf?sequence=1&isAllowed=y
10326 Vishvakarmacharitraanvayadiipika,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332741/10326-Vishvakarmacharitraanvayadiipika.pdf?sequence=1&isAllowed=y
10324 Maatrxkaaman'daaramaalika,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332743/10324-Maatrxkaamandaaramaalika.pdf?sequence=1&isAllowed=y
10325 Lookajnj-aanaboodhini,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332742/10325-Lookajnj-aanaboodhini.pdf?sequence=1&isAllowed=y
10339 Meinakaa Kaushika San'vaadamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332728/10339-Meinakaa.pdf?sequence=1&isAllowed=y
10334 Shrii Guru Giitaanan'da Kiirtanalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332733/10334-Shrii.pdf?sequence=1&isAllowed=y
10338 Aan'dhranat'aka Krxtulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332729/10338-Aandhranataka.pdf?sequence=1&isAllowed=y
10341 Goovin'daman'jari,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332727/10341-Goovindamanjari.pdf?sequence=1&isAllowed=y
10343  Mahavaakyaratnaprabhavaaval'i,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332726/10343-.pdf?sequence=1&isAllowed=y
10345 Dhyaanaamrxtamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332723/10345-Dhyaanaamrxtamu.pdf?sequence=1&isAllowed=y
10336 Bhajana San'kiirtanalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332731/10336-Bhajana.pdf?sequence=1&isAllowed=y
10337 Raamabhajana Kiirtanalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332730/10337-Raamabhajana.pdf?sequence=1&isAllowed=y
10335 Iishvarataaraavail'i,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332732/10335-Iishvarataaraavaili.pdf?sequence=1&isAllowed=y
10347 Naanaardhasan'grahamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332722/10347-Naanaardhasangrahamu.pdf?sequence=1&isAllowed=y
10355 Bhakti Rasaamrxtamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332715/10355-Bhakti.pdf?sequence=1&isAllowed=y
10354 Brahmabilamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332716/10354-Brahmabilamu.pdf?sequence=1&isAllowed=y
10356 Vishhnd-u Bhaagavata Suthaasin'dhu Prathamataran'gamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332713/10356-Vishhnd-u.pdf?sequence=1&isAllowed=y
10353 Vinatagina Vin'ta,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332717/10353-Vinatagina.pdf?sequence=1&isAllowed=y
10351 Adheishvarasthuti Praardhanoopaasana,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332719/10351-Adheishvarasthuti.pdf?sequence=1&isAllowed=y
10350 Shriimadaan'janeiyasahasranaamaaval'i,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332720/10350-Shriimadaanjaneiyasahasranaamaavali.pdf?sequence=1&isAllowed=y
10349 Iishvaraastitvapramaand-amulu  Braahmadharmasiddhaan'tamulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332721/10349-Iishvaraastitvapramaand-amulu.pdf?sequence=1&isAllowed=y
10344 Shriijagadguruvu Avataaramu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332724/10344-Shriijagadguruvu.pdf?sequence=1&isAllowed=y
10357 Bhaktachin'taamand-i,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332205/10357-Bhaktachintaamand-i.pdf?sequence=1&isAllowed=y
10352 Marand-aduh Kha Nivaarand-amu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332718/10352-Marand-aduh.pdf?sequence=1&isAllowed=y
10358 Aartaraqs-aamand-i,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332204/10358-Aartaraqs-aamand-i.pdf?sequence=1&isAllowed=y
10366 Chaturaasyamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332711/10366-Chaturaasyamu.pdf?sequence=1&isAllowed=y
10367 Taan'd'avakrxshhnd-iiya Man'd'anakhan'd'anan',Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332710/10367-Taandavakrxshhnd-iiya.pdf?sequence=1&isAllowed=y
10365 Vit'akan't'hapaashamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332196/10365-Vitakanthapaashamu.pdf?sequence=1&isAllowed=y
10362 Purushhasuuktam,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332199/10362-Purushhasuuktam.pdf?sequence=1&isAllowed=y
10363 Budhootpatti,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332198/10363-Budhootpatti.pdf?sequence=1&isAllowed=y
10364 Shriisadgurupradarshini,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332197/10364-Shriisadgurupradarshini.pdf?sequence=1&isAllowed=y
10361 Kumaaraniitiratnaaval'i,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332200/10361-Kumaaraniitiratnaavali.pdf?sequence=1&isAllowed=y
10360 Paan'dhud'u,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332201/10360-Paandhudu.pdf?sequence=1&isAllowed=y
10359 Prashnadarshini,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332202/10359-Prashnadarshini.pdf?sequence=1&isAllowed=y
10374 Girookiirtana Bhajanakiirtanalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332704/10374-Girookiirtana.pdf?sequence=1&isAllowed=y
10373 San'qs-eiparaamaayand-amu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332705/10373-Sanqs-eiparaamaayand-amu.pdf?sequence=1&isAllowed=y
10377 Raamakirtanalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332701/10377-Raamakirtanalu.pdf?sequence=1&isAllowed=y
10378 Sujnj-aana Boothaamrxtamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332700/10378-Sujnj-aana.pdf?sequence=1&isAllowed=y
10372 Tirupatamma,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332706/10372-Tirupatamma.pdf?sequence=1&isAllowed=y
10379 Bhiimakhan'd'amu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332699/10379-Bhiimakhandamu.pdf?sequence=1&isAllowed=y
10376 Bhaktamanooran'jani Kirtanalu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332702/10376-Bhaktamanooranjani.pdf?sequence=1&isAllowed=y
10368 Karnd-aasan'dadaayini,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332709/10368-Karnd-aasandadaayini.pdf?sequence=1&isAllowed=y
10369 Braahmadharmashiqs-a,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332708/10369-Braahmadharmashiqs-a.pdf?sequence=1&isAllowed=y
10371 Gulshhanehin'd,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332707/10371-Gulshhanehind.pdf?sequence=1&isAllowed=y
10389an'bariishhoopaakhyaanamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332690/10389anbariishhoopaakhyaanamu.pdf?sequence=1&isAllowed=y
10390 Kaal'in'gamardanamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332689/10390-Kaalingamardanamu.pdf?sequence=1&isAllowed=y
10380 Keinuupanishhattu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/332698/10380-Keinuupanishhattu.pdf?sequence=1&isAllowed=y
